id,y
53608,0.7830349985580733
51055,0.5541451598675627
52573,0.12803828097641037
50458,0.14908327859275558
52272,0.2351280975918961
52072,0.7993483641422312
50973,0.40062088848276695
50553,0.28395540570491346
53135,0.14993444301523082
53835,0.3691113916053862
51843,0.27127487563776376
54145,0.30960289421617404
53878,0.21282972855373708
54216,0.29687253254640605
51728,0.19324499812735485
52863,0.1495941343918051
50760,0.22749800595996492
50823,0.12849101190373582
53928,0.8449997816916309
52683,0.660225284124729
50200,0.17453979278273618
52984,0.09635748026669311
50747,0.19626438237845195
54128,0.20434689726355518
52001,0.6754705493714109
50276,0.3380750223885033
52651,0.6206830075340093
53535,0.11626211239235155
52387,0.13349598773653926
52884,0.8844109278318788
53205,0.3510242279957378
52873,0.22759325996550714
52376,0.5421303016104004
51950,0.3976951221390107
51650,0.801730475729933
53901,0.15456740924999504
51919,0.15588412860562362
50065,0.07401523449930406
52885,0.29862740465226717
51413,0.20734249327569323
52768,0.13740662277817087
51375,0.16415462009014956
54157,0.14673695318619207
53328,0.24549679488587156
53362,0.15983316263377242
52202,0.11806756675997238
50640,0.22196204440080491
52298,0.5735699842528853
53477,0.11715335728448743
50078,0.2800252650630023
51998,0.13595451870296357
52336,0.15050016823607043
52654,0.13610759535566885
53341,0.1613059620063279
53868,0.41595835759763633
52945,0.31799765876413816
52411,0.08774703233751259
52222,0.21373497815952427
51813,0.3599693203418051
50175,0.3935408374945308
51744,0.19068229084163754
53521,0.8797917312096273
51261,0.12572456584430552
51619,0.0922851657851902
51479,0.11092175815881879
52020,0.20298621716551862
53306,0.21252505603249178
53013,0.5835786597447277
50117,0.2330593231689577
51992,0.2968986323293497
54233,0.3710356257964685
51709,0.3243865876276716
50930,0.30253483496819494
50637,0.3886834084790032
52333,0.3062712109502295
51627,0.12344715178403588
53524,0.1485589875332993
50167,0.08715744039561006
50330,0.2030681221943895
53678,0.11788219909699936
53581,0.38893443175510173
50243,0.1627408392345508
50237,0.1315074866312592
53032,0.7194832954413918
50235,0.17625956289682415
50012,0.392344846940867
53264,0.2624253646283955
50729,0.27859201819069424
53195,0.2131166815804881
50069,0.3484248126170539
52091,0.5601438877188138
50697,0.2667827723625246
51477,0.0986287642067827
52262,0.3098945388320399
53822,0.11034844421743698
53533,0.763793487498979
52983,0.2971752387168664
50777,0.22783191943951778
53630,0.12649680468174043
52743,0.22392542604599813
52584,0.5813477659930483
51428,0.245152552306306
54194,0.15284603524202758
52849,0.6436704308068817
52839,0.6091856357866229
52867,0.09312783282613563
53043,0.3295629614532563
52266,0.1087235012052299
52478,0.24872417387984883
51336,0.8615910628219065
52840,0.2390034954704308
51997,0.11105453001377379
53976,0.4339084258341188
50670,0.28122748925082125
50370,0.26640443306881884
50921,0.11935398186716947
50983,0.47409025424481616
51456,0.23282730076530636
53104,0.3273033556056456
50594,0.24027261470490008
52201,0.131554161068367
52992,0.11325899365598165
50240,0.26186092610541123
50014,0.29917290938949126
52583,0.1532063506394569
52625,0.21056374758245464
51357,0.37677242307898023
50080,0.19029137615344047
50521,0.08978155134469248
51886,0.2386093662918439
52367,0.19946152698512407
52917,0.11936546974122364
53378,0.15668181020663782
50779,0.15039249020655693
52352,0.21570071145516514
50021,0.5145545955373781
50726,0.18324836187488047
52679,0.11538361797405096
50389,0.18192495009569176
50905,0.10547025653182954
50409,0.2625122398210112
52473,0.264407069976321
52089,0.12568079991385547
50522,0.16113631381947754
50603,0.667825461147175
53796,0.11271348734639522
53167,0.1543665571660515
53351,0.0791344668166257
53680,0.8086744162015845
53273,0.3717892176145204
52913,0.18453308677270241
50098,0.23640692136645347
53479,0.24704698249381488
50804,0.259161085696186
50074,0.3627129723847171
53635,0.11859375562973527
50189,0.8467111545822301
53138,0.3039412743714936
53786,0.3596903417066392
50268,0.13111875160172823
53688,0.34897124358370096
51962,0.20298403180228566
53639,0.27822463108562157
53792,0.36192700210313766
52631,0.3057665536945889
50129,0.20107629777572086
52712,0.22640867185409397
50432,0.3534959719649877
53221,0.1765897737324029
53474,0.3485260718566928
54232,0.28529830478821844
50151,0.22023671831263258
52516,0.7660684013997779
